name,vuln-id,published,modified,source,severity,vuln-type,vuln-descript,cve-id,vuln-solution
PrestaShop SQL注入漏洞,CNNVD-202402-581,2024-02-07,2024-02-20,,超危,SQL注入,PrestaShop是美国PrestaShop公司的一套开源的电子商务解决方案。该方案提供多种支付方式、短消息提醒和商品图片缩放等功能。 PrestaShop bookingcalendar 2.7.9版本及之前版本存在SQL注入漏洞。远程攻击者利用该漏洞执行任意代码、提升权限并通过 ics_export.php 获取敏感信息。,CVE-2023-46914,
PrestaShop 路径遍历漏洞,CNNVD-202402-578,2024-02-07,2024-02-20,,高危,路径遍历,PrestaShop是美国PrestaShop公司的一套开源的电子商务解决方案。该方案提供多种支付方式、短消息提醒和商品图片缩放等功能。 PrestaShop lgsitemaps 1.6.6之前版本存在路径遍历漏洞。攻击者利用该漏洞可以不受限制地下载个人信息。,CVE-2024-24311,
WordPress Plugin Podlove Subscribe button SQL注入漏洞,CNNVD-202402-590,2024-02-07,2024-02-20,,高危,SQL注入,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Podlove Subscribe button 1.3.10 及之前版本存在SQL注入漏洞，该漏洞源于插件对用户提供的参数转义不足并且对现有的 SQL 查询缺乏足够的检查，使得具有贡献者级别及以上访问权限的经过身份验证的攻击者可以将额外的 SQL 查询附加到现有的查询中，从数据库中提取敏感信息。,CVE-2024-1118,
Graylog 授权问题漏洞,CNNVD-202402-603,2024-02-07,2024-02-20,,中危,授权问题,Graylog是美国Graylog公司的一套集中式日志管理解决方案。该产品支持捕获、存储和实时分析日志等。 Graylog 4.3.0至5.2.3版本存在授权问题漏洞，该漏洞源于存在cookie注入漏洞。,CVE-2024-24823,
PrestaShop SQL注入漏洞,CNNVD-202402-580,2024-02-07,2024-02-20,,超危,SQL注入,PrestaShop是美国PrestaShop公司的一套开源的电子商务解决方案。该方案提供多种支付方式、短消息提醒和商品图片缩放等功能。 PrestaShop hiadvancedgiftwrapping 1.4.1之前版本存在SQL注入漏洞。攻击者利用该漏洞提升权限并获取敏感信息。,CVE-2024-24303,
WiX Toolset 代码问题漏洞,CNNVD-202402-567,2024-02-07,2024-02-20,,高危,代码问题,WiX Toolset是.NET开源的一个代码库。 WiX Toolset 4 到 4.0.4、 3.14.0之前版本存在代码问题漏洞，该漏洞源于.be TEMP 文件夹容易受到 DLL 重定向攻击，允许攻击者提升权限。,CVE-2024-24810,
IBM SAN Volume Controller 信任管理问题漏洞,CNNVD-202402-613,2024-02-07,2024-02-20,,高危,信任管理问题,IBM SAN Volume Controller是美国国际商业机器（IBM）公司的一套存储虚拟化系统。该系统可对存储资源实现单点控制，并支持分层存储、整合存储和灾备恢复等。 IBM SAN Volume Controller存在信任管理问题漏洞，该漏洞源于部分证书未在 IBM Storage Virtualize 产品上的 GUI 中正确验证。,CVE-2023-47700,
Apache Ozone 授权问题漏洞,CNNVD-202402-629,2024-02-07,2024-02-20,,中危,授权问题,Apache Ozone是一个应用软件。一个面向Hadoop和云原生环境的可伸缩，冗余和分布式对象存储。 Apache Ozone 1.2.0版本至1.3.0版本存在授权问题漏洞，该漏洞源于存在不正确的身份验证漏洞，允许攻击者在未经身份验证的情况下载内部元数据。,CVE-2023-39196,
Jsish 资源管理错误漏洞,CNNVD-202402-596,2024-02-07,2024-02-20,,超危,资源管理错误,Jsish是一款使用C语言编写的、内置数据库的小型JavaScript解析器。 Jsish v3.5.0版本存在资源管理错误漏洞，该漏洞源于/src/jsiUtils.c 中的 SplitChar 存在释放后重用。,CVE-2024-24189,
Jsish 缓冲区错误漏洞,CNNVD-202402-595,2024-02-07,2024-02-20,,超危,缓冲区错误,Jsish是一款使用C语言编写的、内置数据库的小型JavaScript解析器。 Jsish v3.5.0版本存在缓冲区错误漏洞，该漏洞源于/jsish/src/jsiValue.c 中的组件 IterGetKeysCallback包含堆缓冲区溢出。,CVE-2024-24186,
IBM Security Verify Access 信任管理问题漏洞,CNNVD-202402-615,2024-02-07,2024-02-20,,超危,信任管理问题,IBM Security Verify Access（ISAM）是美国国际商业机器（IBM）公司的一款提高用户访问安全的服务。该服务通过使用基于风险的访问、单点登录、集成访问管理控制、身份联合以及移动多因子认证实现对Web、移动、IoT 和云技术等平台安全简单的访问 IBM Security Verify Access存在信任管理问题漏洞，该漏洞源于使用不安全的调用，可能允许网络上的攻击者控制服务器。,CVE-2023-32330,
Atmail SQL注入漏洞,CNNVD-202402-597,2024-02-07,2024-02-20,,超危,SQL注入,Atmail是Atmail的一种电子邮件托管服务。用于确保客户电子邮件平台的安全、稳定、可扩展和私密。 Atmail v6.6.0版本存在SQL注入漏洞，该漏洞源于login页面存在SQL注入漏洞。,CVE-2024-24133,
Jsish 缓冲区错误漏洞,CNNVD-202402-594,2024-02-07,2024-02-20,,超危,缓冲区错误,Jsish是一款使用C语言编写的、内置数据库的小型JavaScript解析器。 Jsish v3.5.0版本存在缓冲区错误漏洞，该漏洞源于/src/jsiUtils.c 中包含堆缓冲区溢出。,CVE-2024-24188,
Espruino 缓冲区错误漏洞,CNNVD-202402-593,2024-02-07,2024-02-20,,高危,缓冲区错误,Espruino是一个JavaScript 解释器。它专为只有 128kB 闪存和 8kB RAM 的设备而设计。 Espruino 2v20 (commit fcc9ba4)版本存在缓冲区错误漏洞，该漏洞源于组件src/jsparse.c存在缓冲区溢出漏洞。,CVE-2024-25200,
Cisco Expressway Series 跨站请求伪造漏洞,CNNVD-202402-612,2024-02-07,2024-02-20,,高危,跨站请求伪造,Cisco Expressway Series是美国思科（Cisco）公司的一款用于防火墙外访问设备的软件。该软件为防火墙外的用户提供了简单、高度安全的访问功能，帮助远程办公人员在他们选择的设备上更有效地工作。 Cisco Expressway Series存在跨站请求伪造漏洞。远程攻击者利用该漏洞执行跨站点请求伪造攻击，从而在受影响的设备上执行任意操作。,CVE-2024-20254,
WordPress Plugin Starbox 跨站脚本漏洞,CNNVD-202402-564,2024-02-07,2024-02-20,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Starbox 3.4.8 版本及之前版本存在跨站脚本漏洞，该漏洞源于输入清理和输出转义不足，导致可以通过个人资料显示名称和社交设置进行存储型跨站脚本攻击。,CVE-2024-0256,
SuiteCRM 代码问题漏洞,CNNVD-202402-569,2024-02-07,2024-02-20,,中危,代码问题,SuiteCRM是SuiteCRM团队的一个客户关系管理系统。 SuiteCRM 7.14.2版本存在代码问题漏洞，该漏洞源于允许通过易受攻击的服务器发出任意HTTP请求。,CVE-2023-6388,
WordPress Plugin WP RSS Aggregator 代码问题漏洞,CNNVD-202402-588,2024-02-07,2024-02-20,,低危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin WP RSS Aggregator 4.23.5 版本及之前版本存在代码问题漏洞，该漏洞源于都容易通过管理设置中的 RSS 提要源遭受服务器端请求伪造。,CVE-2024-0628,
Cisco Expressway Series 跨站请求伪造漏洞,CNNVD-202402-610,2024-02-07,2024-02-20,,高危,跨站请求伪造,Cisco Expressway Series是美国思科（Cisco）公司的一款用于防火墙外访问设备的软件。该软件为防火墙外的用户提供了简单、高度安全的访问功能，帮助远程办公人员在他们选择的设备上更有效地工作。 Cisco Expressway Series存在跨站请求伪造漏洞。远程攻击者利用该漏洞执行跨站点请求伪造攻击。,CVE-2024-20255,
Cisco Expressway Series 跨站请求伪造漏洞,CNNVD-202402-611,2024-02-07,2024-02-20,,高危,跨站请求伪造,Cisco Expressway Series是美国思科（Cisco）公司的一款用于防火墙外访问设备的软件。该软件为防火墙外的用户提供了简单、高度安全的访问功能，帮助远程办公人员在他们选择的设备上更有效地工作。 Cisco Expressway Series存在跨站请求伪造漏洞。远程攻击者利用该漏洞执行跨站点请求伪造攻击，从而在受影响的设备上执行任意操作。,CVE-2024-20252,
Restaurant POS System 代码问题漏洞,CNNVD-202402-571,2024-02-07,2024-02-20,,超危,代码问题,Restaurant POS System是Martin Mbithi Nzilani个人开发者的一个基于餐厅 POS 系统项目的全功能项目。 Restaurant POS System 1.0版本存在代码问题漏洞，该漏洞源于文件update_product.php会导致上传不受限制。,CVE-2024-1268,
WordPress plugin WP-CFM 跨站请求伪造漏洞,CNNVD-202402-607,2024-02-07,2024-02-20,,中危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin WP-CFM 1.7.8及之前版本存在跨站请求伪造漏洞。攻击者利用该漏洞执行跨站请求伪造攻击。,CVE-2024-24706,
Elastic APM 日志信息泄露漏洞,CNNVD-202402-623,2024-02-07,2024-02-20,,高危,日志信息泄露,Elastic APM是荷兰Elastic公司的用于监控和分析应用程序性能的平台。 Elastic APM Server 8.12.1之前版本存在日志信息泄露漏洞，该漏洞源于可能会导致在日志中插入敏感或私人信息。,CVE-2024-23448,
Restaurant POS System 跨站脚本漏洞,CNNVD-202402-575,2024-02-07,2024-02-20,,中危,跨站脚本,Restaurant POS System是Martin Mbithi Nzilani个人开发者的一个基于餐厅 POS 系统项目的全功能项目。 Restaurant POS System 1.0版本存在跨站脚本漏洞，该漏洞源于文件create_account.php的参数Full Name会导致跨站脚本。,CVE-2024-1267,
Google Pixel 缓冲区错误漏洞,CNNVD-202402-600,2024-02-07,2024-02-20,,高危,缓冲区错误,Google Pixel是美国谷歌（Google）公司的一款智能手机。 Google Pixel存在缓冲区错误漏洞，该漏洞源于缺少边界检查。攻击者利用该漏洞可以升级权限。,CVE-2024-22012,
Espruino 缓冲区错误漏洞,CNNVD-202402-591,2024-02-07,2024-02-20,,高危,缓冲区错误,Espruino是一个JavaScript 解释器。它专为只有 128kB 闪存和 8kB RAM 的设备而设计。 Espruino 2v20 (commit fcc9ba4)版本存在缓冲区错误漏洞，该漏洞源于组件src/jsvar.c存在越界读取漏洞。,CVE-2024-25201,
libuv 代码问题漏洞,CNNVD-202402-624,2024-02-07,2024-02-20,,超危,代码问题,libuv是一个nodejs的跨平台异步IO库。该平台用于抽象 Windows 的 IOCP 及 Unix 的 libev。目前支持的特性有非阻塞；TCP 套接字 ；非阻塞命名管道 ；UDP； 定时器 ；子进程生成；实现异步 DNS ；异步文件系统；正在运行程序路径查找； 线程池调度；TTY控制的ANSI转义代码；文件系统事件；进程间的 IPC 与套接字共享。 libuv 1.48.0之前版本存在代码问题漏洞，该漏洞源于允许攻击者制作解析为非预期IP地址的有效载荷，从而绕过开发人员检查，可能会受到服务器端请求伪造(SSRF)攻击。,CVE-2024-24806,
IBM Security Verify Access 信任管理问题漏洞,CNNVD-202402-616,2024-02-07,2024-02-20,,高危,信任管理问题,IBM Security Verify Access（ISAM）是美国国际商业机器（IBM）公司的一款提高用户访问安全的服务。该服务通过使用基于风险的访问、单点登录、集成访问管理控制、身份联合以及移动多因子认证实现对Web、移动、IoT 和云技术等平台安全简单的访问 IBM Security Verify Access存在信任管理问题漏洞，该漏洞源于可以允许特权用户安装允许远程访问的配置文件。,CVE-2023-43017,
University Management System 跨站脚本漏洞,CNNVD-202402-576,2024-02-07,2024-02-20,,中危,跨站脚本,University Management System是一个大学管理系统。 University Management System 1.0版本存在跨站脚本漏洞，该漏洞源于文件/st_reg.php的参数Address会导致跨站脚本。,CVE-2024-1266,
SQLAlchemyDA SQL注入漏洞,CNNVD-202402-630,2024-02-07,2024-02-29,,超危,SQL注入,SQLAlchemyDA是Zope基金会的一个通用数据库适配器。 SQLAlchemyDA 2.2 之前版本存在SQL注入漏洞，该漏洞源于允许在 SQLAlchemyDA 实例所连接的数据库上未经身份验证地执行任意 SQL 语句。,CVE-2024-24811,
Vyper 输入验证错误漏洞,CNNVD-202402-625,2024-02-07,2024-02-29,,超危,输入验证错误,Vyper是EVM 的 Pythonic 智能合约语言。 Vyper 0.3.10及之前版本存在输入验证错误漏洞，该漏洞源于类型检查器允许使用有符号整数作为数组的索引，可能导致拒绝服务。,CVE-2024-24563,
WordPress Plugin All-In-One Security 跨站脚本漏洞,CNNVD-202402-587,2024-02-07,2024-02-20,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin All-In-One Security 5.2.5 版本及之前版本存在跨站脚本漏洞，该漏洞源于输入清理和输出转义不足，导致可以通过 tab 参数进行反射型跨站脚本攻击。,CVE-2024-1037,
Product Management System 跨站脚本漏洞,CNNVD-202402-570,2024-02-07,2024-02-20,,中危,跨站脚本,Product Management System是Remy Andrade个人开发者的一个产品管理系统。 Product Management System 1.0版本存在跨站脚本漏洞，该漏洞源于supplier.php中存在的未知代码，通过参数supplier_name/supplier_contact导致跨站脚本编写。,CVE-2024-1269,
Cisco Secure Endpoint 缓冲区错误漏洞,CNNVD-202402-609,2024-02-07,2024-02-20,,高危,缓冲区错误,Cisco Secure Endpoint（Cisco AMP for Endpoints）是美国思科（Cisco）公司的一套集成了静态和动态恶意软件分析以及威胁情报于一体的终端应用程序。 Cisco Secure Endpoint Connector for Windows 7.5.17之前、8.2.3.301191之前版本，Secure Endpoint Private Cloud 3.8.0之前版本存在缓冲区错误漏洞，该漏洞源于扫描期间对字符串结尾值的错误检查，这可能会导致堆缓冲区过度读取在受影响的设备上造成拒绝服务。,CVE-2024-20290,
WordPress Plugin PowerPack Addons for Elementor 跨站脚本漏洞,CNNVD-202402-586,2024-02-07,2024-02-20,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin PowerPack Addons for Elementor 2.7.14 版本及之前版本存在跨站脚本漏洞，该漏洞源于对用户提供的 URL 值的输入清理和输出转义不足，导致可以通过插件按钮进行存储型跨站脚本攻击。,CVE-2024-1055,
Mail2World 跨站脚本漏洞,CNNVD-202402-633,2024-02-07,2024-02-21,,中危,跨站脚本,Mail2World是美国Mail2World公司的一个免费、可靠的电子邮件服务。 Mail2World v12版本存在跨站脚本漏洞，该漏洞源于Business Control Center存在跨站脚本漏洞。,CVE-2024-24130,
WordPress Plugin Blocksy 跨站脚本漏洞,CNNVD-202402-674,2024-02-08,2024-02-21,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Blocksy 存在跨站脚本漏洞，该漏洞源于在生成网页过程中对用户输入数据的不当中和。,CVE-2024-24871,
Linux kernel 资源管理错误漏洞,CNNVD-202402-677,2024-02-08,2024-02-21,,中危,资源管理错误,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux kernel存在资源管理错误漏洞，该漏洞源于存在释放后重用，可能会导致系统崩溃。,CVE-2024-1312,
WordPress Plugin WP Booking Calendar SQL注入漏洞,CNNVD-202402-659,2024-02-08,2024-02-21,,超危,SQL注入,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin WP Booking Calendar 9.9 版本及之前版本存在SQL注入漏洞，该漏洞源于在使用用户提供的参数拼接 SQL 语句之前没有进行充分的转义，导致可以通过 calendar_request_params[dates_ddmmyy_csv] 参数进行 SQL 注入攻击。,CVE-2024-1207,
Daily Habit Tracker SQL注入漏洞,CNNVD-202402-708,2024-02-08,2024-02-21,,超危,SQL注入,Daily Habit Tracker是rems个人开发者的一款每日习惯追踪器。 Daily Habit Tracker v.1.0版本存在SQL注入漏洞，该漏洞源于存在SQL注入漏洞，允许远程攻击者通过精心设计的GET请求执行任意代码。,CVE-2024-24495,
Atos Unify OpenScape 命令注入漏洞,CNNVD-202402-718,2024-02-08,2024-02-21,,高危,命令注入,Atos Unify OpenScape是Atos Unify公司的一个基于本机 SIP 的实时 IP 语音系统。 Atos Unify OpenScape Voice Trace Manager V8 V8 R0.9.11 之前版本存在命令注入漏洞，该漏洞源于允许通过 ftp 进行经过身份验证的命令注入。,CVE-2023-40263,
Apache bRPC 环境问题漏洞,CNNVD-202402-658,2024-02-08,2024-03-01,,高危,环境问题,Apache bRPC是美国阿帕奇（Apache）基金会的用于构建可靠和高性能服务的工业级 RPC 框架。 Apache bRPC 0.9.5版本至1.7.0版本存在环境问题漏洞，该漏洞源于存在HTTP服务器请求走私漏洞，允许攻击者走私请求。,CVE-2024-23452,
SourceCodester Employee Management System SQL注入漏洞,CNNVD-202402-706,2024-02-08,2024-02-21,,超危,SQL注入,SourceCodester Employee Management System是美国SourceCodester公司的一个基于php的用于员工绩效管理的建站系统。 SourceCodester Employee Management System v.1.0版本存在SQL注入漏洞，该漏洞源于存在SQL注入漏洞，允许远程攻击者通过login.php组件中的txtusername和txtpassword参数执行任意SQL命令。,CVE-2024-24497,
Software Publico e-Sic Livre 代码问题漏洞,CNNVD-202402-648,2024-02-08,2024-02-21,,高危,代码问题,Software Publico e-Sic Livre是巴西Software Publico公司的一种旨在基于问答管理公共服务的解决方案。 Software Publico e-Sic Livre v.2.0及之前版本存在代码问题漏洞，该漏洞源于存在文件上传漏洞，允许远程攻击者通过扩展过滤组件执行任意代码。,CVE-2024-24350,
Novel-Plus SQL注入漏洞,CNNVD-202402-644,2024-02-08,2024-02-21,,超危,SQL注入,Novel-Plus是Novel-Plus公司的一个在线社交阅读和写作平台。 Novel-Plus v4.3.0-RC1及之前版本存在SQL注入漏洞，该漏洞源于路径/common/dict/list存在SQL注入漏洞。,CVE-2024-24017,
jshERP SQL注入漏洞,CNNVD-202402-646,2024-02-08,2024-02-21,,超危,SQL注入,jshERP（华夏ERP）是中国季圣华个人开发者的一款国产 ERP 系统。 jshERP v3.3版本存在SQL注入漏洞，该漏洞源于column和order参数存在SQL注入漏洞。,CVE-2024-24003,
Axigen 跨站脚本漏洞,CNNVD-202402-699,2024-02-08,2024-02-21,,中危,跨站脚本,Axigen是Axigen公司的一个具有群件和协作功能的邮件服务器。 Axigen存在跨站脚本漏洞，该漏洞源于对查看 SSL 证书的使用情况处理不当。以下版本受到影响：10.3.x版本至10.3.3.61之前版本、10.4.x版本至10.4.24之前版本、10.5.x版本至10.5.10之前版本。,CVE-2023-49101,
Nature Easy Soft Network Technology ZenTao 代码问题漏洞,CNNVD-202402-637,2024-02-08,2024-02-21,,超危,代码问题,Nature Easy Soft Network Technology ZenTao是中国易软天创网络科技（Nature Easy Soft Network Technology）公司的一套开源项目管理软件。该软件包括产品管理、项目管理、质量管理和文档管理等功能。 ZenTao Community Edition v18.10版本、ZenTao Biz v8.10版本和ZenTao Max v4.10版本存在代码问题漏洞，该漏洞源于存在任意文件上传漏洞，攻击者可以通过上传特制的txt文件来执行任意代码。,CVE-2024-24202,
PostgreSQL SQL注入漏洞,CNNVD-202402-684,2024-02-08,2024-03-06,,超危,SQL注入,PostgreSQL是PostgreSQL组织的一套自由的对象关系型数据库管理系统。该系统支持大部分SQL标准并且提供了许多其他特性，例如外键、触发器、视图等。 PostgreSQL v15.1版本存在SQL注入漏洞，该漏洞源于通过组件/pg_meta/default/query包含SQL注入漏洞。,CVE-2024-24213,
Novel-Plus 代码问题漏洞,CNNVD-202402-654,2024-02-08,2024-02-21,,超危,代码问题,Novel-Plus是Novel-Plus公司的一个在线社交阅读和写作平台。 Novel-Plus v4.3.0-RC1及之前版本存在代码问题漏洞，该漏洞源于组件com.java2nb.system.controller.SysUserController: uploadImg()存在任意文件上传漏洞。,CVE-2024-24026,
Axigen 跨站脚本漏洞,CNNVD-202402-652,2024-02-08,2024-03-01,,超危,跨站脚本,Axigen是Axigen公司的一个具有群件和协作功能的邮件服务器。 Axigen WebMail v.10.5.7版本及之前版本存在跨站脚本漏洞。远程攻击者利用该漏洞通过特制的脚本将权限升级。,CVE-2023-48974,
Novel-Plus 代码问题漏洞,CNNVD-202402-653,2024-02-08,2024-02-21,,超危,代码问题,Novel-Plus是Novel-Plus公司的一个在线社交阅读和写作平台。 Novel-Plus v4.3.0-RC1及之前版本存在代码问题漏洞，该漏洞源于组件com.java2nb.common.controller.FileController: fileDownload()存在任意文件下载漏洞。,CVE-2024-24024,
npm IP Package 代码问题漏洞,CNNVD-202402-689,2024-02-08,2024-03-04,,超危,代码问题,npm IP Package是美国npm公司的一款 Node.js 的 IP 地址实用程序。 npm IP Package v.1.1.8及之前版本存在代码问题漏洞，该漏洞源于允许攻击者执行任意代码并通过isPublic()函数获取敏感信息。,CVE-2023-42282,
Snow Software Inventory Agent 数据伪造问题漏洞,CNNVD-202402-679,2024-02-08,2024-02-21,,中危,授权问题,Snow Software Inventory Agent是瑞典Snow Software公司的一款代理程序。 Snow Software Inventory Agent存在数据伪造问题漏洞，该漏洞源于加密签名验证不正确，允许通过更新包进行文件操作。,CVE-2024-1149,
Novel-Plus SQL注入漏洞,CNNVD-202402-645,2024-02-08,2024-02-21,,超危,SQL注入,Novel-Plus是Novel-Plus公司的一个在线社交阅读和写作平台。 Novel-Plus v4.3.0-RC1及之前版本存在SQL注入漏洞，该漏洞源于路径/novel/author/list存在SQL注入漏洞。,CVE-2024-24014,
WordPress Plugin Royal Elementor Addons and Templates 跨站请求伪造漏洞,CNNVD-202402-664,2024-02-08,2024-02-21,,中危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Royal Elementor Addons and Templates 1.3.87 版本及之前版本存在跨站请求伪造漏洞，该漏洞源于 wpr_update_form_action_meta 函数的随机数验证缺失或不正确。都容易进行跨站点请求伪造的攻击。,CVE-2024-0511,
D-Link DIR-816 命令注入漏洞,CNNVD-202402-683,2024-02-08,2024-02-21,,超危,命令注入,D-Link DIR-816是中国友讯（D-Link）公司的一款无线路由器。 Dlink DIR-816A2 v.1.10CNB05版本存在命令注入漏洞，该漏洞源于允许远程攻击者通过sub_42DA54函数中的Wizardstep4_ssid_2参数执行任意代码。,CVE-2024-24321,
Novel-Plus SQL注入漏洞,CNNVD-202402-651,2024-02-08,2024-02-21,,超危,SQL注入,Novel-Plus是Novel-Plus公司的一个在线社交阅读和写作平台。 Novel-Plus v4.3.0-RC1及之前版本存在SQL注入漏洞，该漏洞源于路径/novel/bookContent/list存在SQL注入漏洞。,CVE-2024-24023,
Snow Software Inventory Agent 数据伪造问题漏洞,CNNVD-202402-678,2024-02-08,2024-02-21,,中危,授权问题,Snow Software Inventory Agent是瑞典Snow Software公司的一款代理程序。 Snow Software Inventory Agent存在数据伪造问题漏洞，该漏洞源于加密签名验证不正确，允许通过更新包进行文件操作。,CVE-2024-1150,
Novel-Plus SQL注入漏洞,CNNVD-202402-650,2024-02-08,2024-02-21,,超危,SQL注入,Novel-Plus是Novel-Plus公司的一个在线社交阅读和写作平台。 Novel-Plus v4.3.0-RC1及之前版本存在SQL注入漏洞，该漏洞源于路径/system/dataPerm/list存在SQL注入漏洞。,CVE-2024-24018,
WordPress Plugin Payment Forms for Paystack 跨站脚本漏洞,CNNVD-202402-641,2024-02-08,2024-03-06,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Payment Forms for Paystack 3.4.1 版本及之前版本存在跨站脚本漏洞，该漏洞源于对用户提供的属性的输入清理和输出转义不足，导致可以通过插件的某些属性进行存储型跨站脚本攻击。,CVE-2023-5665,
Atos Unify OpenScape 路径遍历漏洞,CNNVD-202402-700,2024-02-08,2024-02-21,,超危,路径遍历,Atos Unify OpenScape是Atos Unify公司的一个基于本机 SIP 的实时 IP 语音系统。 Atos Unify OpenScape Xpressions WebAssistant V7 V7R1 FR5 HF42 P911之前版本存在路径遍历漏洞，该漏洞源于允许路径遍历。,CVE-2023-40266,
Pichome 代码问题漏洞,CNNVD-202402-698,2024-02-08,2024-02-21,,超危,代码问题,巧巧时代 PicHome是中国巧巧时代公司的一款快速创建在线图库，音视频库，文库的程序。 Pichome v.1.1.01版本存在代码问题漏洞，该漏洞源于index.php 允许远程攻击者通过精心设计的 POST 请求执行任意代码。,CVE-2024-24393,
SourceCodester Employee Management System 代码问题漏洞,CNNVD-202402-704,2024-02-08,2024-02-21,,超危,代码问题,SourceCodester Employee Management System是美国SourceCodester公司的一个基于php的用于员工绩效管理的建站系统。 SourceCodester Employee Management System 1.0版本存在代码问题漏洞，该漏洞源于组件edit-photo.php存在任意代码执行漏洞。,CVE-2024-24498,
Akaunting 操作系统命令注入漏洞,CNNVD-202402-692,2024-02-08,2024-03-11,,超危,授权问题,Akaunting是Akaunting公司的一个应用软件提供一个在线管理资金所需的所有工具。 Akaunting v3.1.3及之前版本存在操作系统命令注入漏洞，该漏洞源于存在操作系统命令注入，攻击者可以在托管服务器上执行系统命令时操纵公司区域设置。,CVE-2024-22836,
WordPress Plugin Portugal CTT Tracking for WooCommerce 跨站脚本漏洞,CNNVD-202402-672,2024-02-08,2024-02-21,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Portugal CTT Tracking for WooCommerce 存在跨站脚本漏洞，该漏洞源于在生成网页过程中对用户输入数据的不当中和。,CVE-2024-24878,
Binance Trust Wallet app 安全特征问题漏洞,CNNVD-202402-691,2024-02-08,2024-02-21,,高危,授权问题,Binance Trust Wallet app是Binance公司的一款应用软件，可以安全地发送、接收和存储比特币和许多其他加密货币和数字资产。 Binance Trust Wallet app （iOS）3cd6e8f647fbba8b5d8844fcd144365a086b629f之前版本存在安全特征问题漏洞，该漏洞源于滥用了 trezor-crypto 库，从而生成助记词，攻击者利用该漏洞可以在适用的时间范围内系统地为每个时间戳生成助记词，并将其链接到特定的钱包地址，以便从这些钱包中窃取资金。,CVE-2024-23660,
WordPress Plugin Product Labels For Woocommerce 跨站脚本漏洞,CNNVD-202402-670,2024-02-08,2024-02-21,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Product Labels For Woocommerce 存在跨站脚本漏洞，该漏洞源于在生成网页过程中对用户输入数据的不当中和。,CVE-2024-24886,
SonicWALL SonicOS 授权问题漏洞,CNNVD-202402-647,2024-02-08,2024-02-21,,超危,授权问题,SonicWALL SonicOS是美国SonicWALL公司的一套专为SonicWall防火墙设备设计的操作系统。 SonicWall SonicOS 7.1.1-7040版本存在授权问题漏洞，该漏洞源于身份验证不正确。,CVE-2024-22394,
