cve-id,published,modified,vulnStatus,descriptions,cvss3.1AV,cvss3.1AC,cvss3.1PR,cvss3.1UI,cvss3.1S,cvss3.1C,cvss3.1I,cvss3.1A,exploitabilityScore,impactScore,baseScore,baseSeverity,cwe-type
CVE-2023-36915,2024-01-08T15:15:14.790,2024-04-09T21:15:11.127,Modified,Multiple integer overflow vulnerabilities exist in the FST fstReaderIterBlocks2 chain_table allocation functionality of GTKWave 3.3.115. A specially crafted .fst file can lead to arbitrary code execution. A victim would need to open a malicious file to trigger these vulnerabilities.This vulnerability concerns the allocation of the `chain_table` array.,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-190
CVE-2024-0308,2024-01-08T10:15:11.560,2024-04-11T01:23:51.110,Modified,A vulnerability was found in Inis up to 2.0.1. It has been rated as critical. This issue affects some unknown processing of the file app/api/controller/default/Proxy.php. The manipulation of the argument p_url leads to server-side request forgery. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249875.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-918
CVE-2023-37295,2024-01-09T23:15:08.770,2024-01-12T19:18:29.640,Analyzed,"




AMI’s
SPx contains a vulnerability in the BMC where an Attacker may
cause a heap memory corruption via an adjacent network. A successful exploitation
of this vulnerability may lead to a loss of confidentiality, integrity, and/or
availability. 







 







 







 







",ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-787
CVE-2023-7032,2024-01-09T20:15:42.967,2024-01-16T19:43:07.787,Analyzed,"
A CWE-502: Deserialization of untrusted data vulnerability exists that could allow an attacker
logged in with a user level account to gain higher privileges by providing a harmful serialized
object.

",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-502
CVE-2023-37294,2024-01-09T23:15:08.600,2024-01-12T19:18:41.143,Analyzed,"






AMI’s
SPx contains a vulnerability in the BMC where an Attacker may
cause a heap memory corruption via an adjacent network. A successful exploitation
of this vulnerability may lead to a loss of confidentiality, integrity, and/or
availability. 







 







 







 







 







",ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-787
CVE-2024-21736,2024-01-09T02:15:45.593,2024-01-19T17:30:01.407,Analyzed,"SAP S/4HANA Finance for (Advanced Payment Management) - versions SAPSCORE 128, S4CORE 107, does not perform necessary authorization checks. A function import could be triggered allowing the attacker to create in-house bank accounts leading to low impact on the confidentiality of the application.

",NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,3.9,2.5,6.5,MEDIUM,CWE-285
CVE-2023-39336,2024-01-09T02:15:44.207,2024-01-12T18:56:43.137,Analyzed,"An unspecified SQL Injection vulnerability in Ivanti Endpoint Manager released prior to 2022 SU 5 allows an  attacker with access to the internal network to execute arbitrary SQL queries and retrieve output without the need for authentication. Under specific circumstances, this may also lead to RCE on the core server. ",ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-89
CVE-2024-0350,2024-01-09T23:15:09.947,2024-04-11T01:23:52.270,Modified,A vulnerability was found in SourceCodester Engineers Online Portal 1.0. It has been rated as problematic. Affected by this issue is some unknown functionality. The manipulation leads to session expiration. The attack may be launched remotely. The complexity of an attack is rather high. The exploitation is known to be difficult. The exploit has been disclosed to the public and may be used. VDB-250118 is the identifier assigned to this vulnerability.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,HIGH,NONE,2.8,3.6,6.5,MEDIUM,CWE-613
CVE-2024-0206,2024-01-09T14:15:46.550,2024-01-16T16:27:52.677,Analyzed,"
A symbolic link manipulation vulnerability in Trellix Anti-Malware Engine prior to the January 2024 release allows an authenticated local user to potentially gain an escalation of privileges. This was achieved by adding an entry to the registry under the Trellix ENS registry folder with a symbolic link to files that the user wouldn't normally have permission to. After a scan, the Engine would follow the links and remove the files

",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-59
CVE-2024-0352,2024-01-09T23:15:10.403,2024-04-11T01:23:52.450,Modified,A vulnerability classified as critical was found in Likeshop up to 2.5.7.20210311. This vulnerability affects the function FileServer::userFormImage of the file server/application/api/controller/File.php of the component HTTP POST Request Handler. The manipulation of the argument file leads to unrestricted upload. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-250120.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,3.9,5.9,9.8,CRITICAL,CWE-434
CVE-2023-51439,2024-01-09T10:15:21.350,2024-01-11T20:36:36.063,Analyzed,"A vulnerability has been identified in JT2Go (All versions < V14.3.0.6), Teamcenter Visualization V13.3 (All versions < V13.3.0.13), Teamcenter Visualization V14.1 (All versions < V14.1.0.12), Teamcenter Visualization V14.2 (All versions < V14.2.0.9), Teamcenter Visualization V14.3 (All versions < V14.3.0.6). The affected applications contain an out of bounds read past the end of an allocated structure while parsing specially crafted CGM files. This could allow an attacker to execute code in the context of the current process.",LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-125
CVE-2023-34332,2024-01-09T23:15:07.817,2024-01-12T19:20:32.847,Analyzed,"










AMI’s SPx contains
a vulnerability in the BMC where an Attacker
may cause an untrusted pointer to dereference by a local network. A successful
exploitation of this vulnerability may lead to a loss of confidentiality,
integrity, and/or availability. 

















 







 







 







 







 







",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-119
CVE-2023-50162,2024-01-09T00:15:44.320,2024-01-11T20:05:12.260,Analyzed,"SQL injection vulnerability in EmpireCMS v7.5, allows remote attackers to execute arbitrary code and obtain sensitive information via the DoExecSql function.",NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.2,5.9,7.2,HIGH,CWE-89
CVE-2024-0342,2024-01-09T20:15:43.190,2024-04-11T01:23:51.517,Modified,A vulnerability classified as critical has been found in Inis up to 2.0.1. Affected is an unknown function of the file /app/api/controller/default/Sqlite.php. The manipulation of the argument sql leads to sql injection. The exploit has been disclosed to the public and may be used. VDB-250110 is the identifier assigned to this vulnerability.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,3.9,5.9,9.8,CRITICAL,CWE-89
CVE-2023-37296,2024-01-09T23:15:08.940,2024-01-12T19:18:21.500,Analyzed,"


AMI’s
SPx contains a vulnerability in the BMC where an Attacker may
cause a stack memory corruption via an adjacent network. A successful exploitation
of this vulnerability may lead to a loss of confidentiality, integrity, and/or
availability. 







 







 







",ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-787
CVE-2023-49127,2024-01-09T10:15:18.230,2024-01-10T20:28:49.513,Analyzed,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected applications contain an out of bounds read past the end of an allocated structure while parsing specially crafted PAR files. This could allow an attacker to execute code in the context of the current process.,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-125
CVE-2023-45193,2024-01-22T19:15:08.520,2024-03-07T17:15:09.880,Modified,"IBM Db2 for Linux, UNIX and Windows (includes Db2 Connect Server) 11.5 federated server is vulnerable to a denial of service when a specially crafted cursor is used.  IBM X-Force ID:  268759.",NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,3.9,3.6,7.5,HIGH,NVD-CWE-noinfo
CVE-2023-47158,2024-01-22T20:15:47.077,2024-03-07T17:15:11.147,Modified,"IBM DB2 for Linux, UNIX and Windows (includes Db2 Connect Server) 

10.5, 11.1 and 11.5

 could allow an authenticated user with CONNECT privileges to cause a denial of service using a specially crafted query.  IBM X-Force ID:  270750.",NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2.8,3.6,6.5,MEDIUM,NVD-CWE-noinfo
CVE-2024-0355,2024-01-10T00:15:46.217,2024-04-11T01:23:52.643,Modified,"A vulnerability, which was classified as critical, was found in PHPGurukul Dairy Farm Shop Management System up to 1.1. Affected is an unknown function of the file add-category.php. The manipulation of the argument category leads to sql injection. The exploit has been disclosed to the public and may be used. VDB-250122 is the identifier assigned to this vulnerability.",NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,3.9,5.9,9.8,CRITICAL,CWE-89
CVE-2023-47747,2024-01-22T20:15:47.267,2024-03-07T17:15:11.373,Modified,"IBM DB2 for Linux, UNIX and Windows (includes Db2 Connect Server) 10.1, 10.5, and 11.1 could allow an authenticated user with CONNECT privileges to cause a denial of service using a specially crafted query.  IBM X-Force ID:  272646.",NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2.8,3.6,6.5,MEDIUM,NVD-CWE-noinfo
CVE-2023-49130,2024-01-09T10:15:19.053,2024-01-10T20:30:18.623,Analyzed,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected application is vulnerable to uninitialized pointer access while parsing specially crafted PAR files. An attacker could leverage this vulnerability to execute code in the context of the current process.,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-824
CVE-2023-37297,2024-01-09T23:15:09.110,2024-01-12T19:18:12.150,Analyzed,"
AMI’s
SPx contains a vulnerability in the BMC where an Attacker may
cause a heap memory corruption via an adjacent network. A successful exploitation
of this vulnerability may lead to a loss of confidentiality, integrity, and/or
availability. 







 







",ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-787
CVE-2022-28975,2024-01-09T14:15:45.647,2024-01-12T19:59:59.787,Analyzed,A stored cross-site scripting (XSS) vulnerability in Infoblox NIOS v8.5.2-409296 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the VLAN View Name field.,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2022-36764,2024-01-09T16:15:43.327,2024-03-13T02:15:49.983,Modified,"
EDK2 is susceptible to a vulnerability in the Tcg2MeasurePeImage() function, allowing a user to trigger a heap buffer overflow via a local network. Successful exploitation of this vulnerability may result in a compromise of confidentiality, integrity, and/or availability.

",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-119
CVE-2023-50308,2024-01-22T19:15:09.003,2024-03-07T17:15:11.473,Modified,"IBM Db2 for Linux, UNIX and Windows (includes DB2 Connect Server) 11.5 under certain circumstances could allow an authenticated user to the database to cause a denial of service when a statement is run on columnar tables.  IBM X-Force ID:  273393.",NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2.8,3.6,6.5,MEDIUM,NVD-CWE-noinfo
CVE-2023-49131,2024-01-09T10:15:19.310,2024-01-10T20:30:29.007,Analyzed,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected application is vulnerable to uninitialized pointer access while parsing specially crafted PAR files. An attacker could leverage this vulnerability to execute code in the context of the current process.,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-824
CVE-2024-0351,2024-01-09T23:15:10.180,2024-04-11T01:23:52.360,Modified,A vulnerability classified as problematic has been found in SourceCodester Engineers Online Portal 1.0. This affects an unknown part. The manipulation leads to session fixiation. It is possible to initiate the attack remotely. The complexity of an attack is rather high. The exploitability is told to be difficult. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250119.,NETWORK,LOW,HIGH,REQUIRED,UNCHANGED,LOW,LOW,NONE,0.9,2.5,3.5,LOW,CWE-384
CVE-2023-49132,2024-01-09T10:15:19.637,2024-01-10T20:30:39.817,Analyzed,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected application is vulnerable to uninitialized pointer access while parsing specially crafted PAR files. An attacker could leverage this vulnerability to execute code in the context of the current process.,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-824
CVE-2023-47141,2024-01-22T21:15:09.367,2024-03-07T17:15:10.847,Modified,"IIBM Db2 for Linux, UNIX and Windows (includes Db2 Connect Server) 11.5 could allow an authenticated user with CONNECT privileges to cause a denial of service using a specially crafted query.  IBM X-Force ID:  270264.",NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2.8,3.6,6.5,MEDIUM,NVD-CWE-noinfo
CVE-2023-51744,2024-01-09T10:15:21.657,2024-01-11T20:39:08.490,Analyzed,"A vulnerability has been identified in JT2Go (All versions < V14.3.0.6), Teamcenter Visualization V13.3 (All versions < V13.3.0.13), Teamcenter Visualization V14.1 (All versions < V14.1.0.12), Teamcenter Visualization V14.2 (All versions < V14.2.0.9), Teamcenter Visualization V14.3 (All versions < V14.3.0.6). The affected applications contain a null pointer dereference vulnerability while parsing specially crafted CGM files. An attacker could leverage this vulnerability to crash the application causing denial of service condition.",LOCAL,LOW,NONE,REQUIRED,UNCHANGED,NONE,NONE,HIGH,1.8,3.6,5.5,MEDIUM,CWE-476
CVE-2023-7223,2024-01-09T16:15:43.990,2024-04-11T01:23:42.457,Modified,A vulnerability classified as problematic has been found in Totolink T6 4.1.9cu.5241_B20210923. This affects an unknown part of the file /cgi-bin/cstecgi.cgi. The manipulation of the argument topicurl with the input showSyslog leads to improper access controls. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249867. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,3.9,2.5,6.5,MEDIUM,CWE-284
CVE-2022-36763,2024-01-09T16:15:43.053,2024-03-13T02:15:49.857,Modified,"
EDK2 is susceptible to a vulnerability in the Tcg2MeasureGptTable() function, allowing a user to trigger a heap buffer overflow via a local network. Successful exploitation of this vulnerability may result in a compromise of confidentiality, integrity, and/or availability.

",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-119
CVE-2024-0346,2024-01-09T22:15:43.800,2024-04-11T01:23:51.893,Modified,A vulnerability has been found in CodeAstro Vehicle Booking System 1.0 and classified as problematic. This vulnerability affects unknown code of the file usr/user-give-feedback.php of the component Feedback Page. The manipulation of the argument My Testemonial leads to cross site scripting. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-250114 is the identifier assigned to this vulnerability.,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-0343,2024-01-09T20:15:43.503,2024-04-11T01:23:51.607,Modified,A vulnerability classified as problematic was found in CodeAstro Simple House Rental System 5.6. Affected by this vulnerability is an unknown functionality of the component Login Panel. The manipulation leads to cross site scripting. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-250111.,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,6.1,MEDIUM,CWE-79
CVE-2023-49126,2024-01-09T10:15:17.997,2024-01-10T20:28:58.340,Analyzed,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected applications contain an out of bounds read past the end of an allocated structure while parsing specially crafted PAR files. This could allow an attacker to execute code in the context of the current process.,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-125
CVE-2024-21651,2024-01-09T00:15:44.600,2024-01-12T17:15:18.467,Analyzed,"XWiki Platform is a generic wiki platform offering runtime services for applications built on top of it. A user able to attach a file to a page can post a malformed TAR file by manipulating file modification times headers, which when parsed by Tika, could cause a denial of service issue via CPU consumption. This vulnerability has been patched in XWiki 14.10.18, 15.5.3 and 15.8 RC1.
",NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2.8,3.6,6.5,MEDIUM,CWE-400
CVE-2024-21663,2024-01-09T00:15:44.790,2024-01-12T15:22:42.607,Analyzed,"Discord-Recon is a Discord bot created to automate bug bounty recon, automated scans and information gathering via a discord server. Discord-Recon is vulnerable to remote code execution. An attacker is able to execute shell commands in the server without having an admin role. This vulnerability has been fixed in version 0.0.8.
",NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-77
CVE-2023-47746,2024-01-22T19:15:08.730,2024-03-07T17:15:11.277,Modified,"IBM Db2 for Linux, UNIX and Windows (includes Db2 Connect Server) 10.5, 11.1, and 11.5 could allow an authenticated user with CONNECT privileges to cause a denial of service using a specially crafted query.  IBM X-Force ID:  272644.",NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2.8,3.6,6.5,MEDIUM,NVD-CWE-noinfo
CVE-2024-0226,2024-01-09T18:15:47.177,2024-01-12T20:04:24.130,Analyzed,Synopsys Seeker versions prior to 2023.12.0 are vulnerable to a stored cross-site scripting vulnerability through a specially crafted payload.,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2023-49128,2024-01-09T10:15:18.520,2024-01-10T20:28:33.693,Analyzed,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected application contains an out of bounds write past the end of an allocated buffer while parsing a specially crafted PAR file. This could allow an attacker to execute code in the context of the current process.,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-787
CVE-2023-27000,2024-01-09T02:15:44.067,2024-01-11T22:54:29.440,Analyzed,Cross Site Scripting vulnerability found in NetScoutnGeniusOne v.6.3.4 allows a remote attacker to execute arbitrary code via the name parameter of the Profile and Exclusion List page(s).,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,6.1,MEDIUM,CWE-79
CVE-2023-6147,2024-01-09T08:15:36.100,2024-01-24T18:15:08.623,Modified,"
Qualys Jenkins Plugin for Policy Compliance prior to version and including 1.0.5 was identified to be affected by a security flaw, which was missing a permission check while performing a connectivity check to Qualys Cloud Services. This allowed any user with login access to configure or edit jobs to utilize the plugin and configure potential a rouge endpoint via which it was possible to control response for certain request which could be injected with XXE payloads leading to XXE while processing the response data",NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,2.8,3.6,6.5,MEDIUM,CWE-611
CVE-2024-21737,2024-01-09T02:15:45.823,2024-01-16T17:45:47.083,Analyzed,"In SAP Application Interface Framework File Adapter - version 702, a high privilege user can use a function module to traverse through various layers and execute OS commands directly. By this, such user can control the behaviour of the application. This leads to considerable impact on confidentiality, integrity and availability.

",NETWORK,LOW,HIGH,NONE,CHANGED,HIGH,HIGH,HIGH,2.3,6.0,9.1,CRITICAL,CWE-94
CVE-2024-21664,2024-01-09T20:15:43.740,2024-02-05T16:15:55.207,Modified,"jwx is a Go module implementing various JWx (JWA/JWE/JWK/JWS/JWT, otherwise known as JOSE) technologies. Calling `jws.Parse` with a JSON serialized payload where the `signature` field is present while `protected` is absent can lead to a nil pointer dereference. The vulnerability can be used to crash/DOS a system doing JWS verification. This vulnerability has been patched in versions 2.0.19 and 1.2.28.
",NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,3.9,3.6,7.5,HIGH,CWE-476
CVE-2024-0348,2024-01-09T22:15:44.257,2024-04-11T01:23:52.083,Modified,A vulnerability was found in SourceCodester Engineers Online Portal 1.0. It has been classified as problematic. Affected is an unknown function of the component File Upload Handler. The manipulation leads to resource consumption. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-250116.,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2.8,3.6,6.5,MEDIUM,CWE-400
CVE-2023-49252,2024-01-09T10:15:20.243,2024-01-11T22:43:37.097,Analyzed,A vulnerability has been identified in SIMATIC CN 4100 (All versions < V2.7). The affected application allows IP configuration change without authentication to the device. This could allow an attacker to cause denial of service condition.,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,3.9,3.6,7.5,HIGH,NVD-CWE-noinfo
CVE-2024-21735,2024-01-09T01:15:39.350,2024-01-30T22:15:53.150,Modified,"SAP LT Replication Server - version S4CORE 103, S4CORE 104, S4CORE 105, S4CORE 106, S4CORE 107, S4CORE 108, does not perform necessary authorization checks. This could allow an attacker with high privileges to perform unintended actions, resulting in escalation of privileges, which has High impact on confidentiality, integrity and availability of the system.

",NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.2,5.9,7.2,HIGH,CWE-863
CVE-2023-26998,2024-01-09T02:15:43.960,2024-01-11T20:04:56.533,Analyzed,Cross Site Scripting vulnerability found in NetScoutnGeniusOne v.6.3.4 allows a remote attacker to execute arbitrary code via the creator parameter of the Alert Configuration page.,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2023-3043,2024-01-09T23:15:09.290,2024-01-12T19:18:06.067,Analyzed,"








AMI’s SPx contains
a vulnerability in the BMC where an Attacker may
cause a stack-based buffer overflow via an adjacent network. A successful exploitation
of this vulnerability may lead to a loss of confidentiality, integrity, and/or
availability. 







 







 







 







 







 







",ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-787
CVE-2022-36765,2024-01-09T16:15:43.500,2024-03-13T02:15:50.063,Modified,"
EDK2 is susceptible to a vulnerability in the CreateHob() function, allowing a user to trigger a integer overflow to buffer overflow via a local network. Successful exploitation of this vulnerability may result in a compromise of confidentiality, integrity, and/or availability.

",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-119
CVE-2024-21646,2024-01-09T01:15:38.937,2024-01-12T16:39:24.037,Analyzed,"Azure uAMQP is a general purpose C library for AMQP 1.0. The UAMQP library is used by several clients to implement AMQP protocol communication.  When clients using this library receive a crafted binary type data, an integer overflow or wraparound or memory safety issue can occur and may cause remote code execution.  This vulnerability has been patched in release 2024-01-01.",NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,3.9,5.9,9.8,CRITICAL,CWE-190
CVE-2023-6149,2024-01-09T09:15:42.737,2024-01-12T19:55:38.860,Analyzed,"
Qualys Jenkins Plugin for WAS prior to version and including 2.0.11 was identified to be affected by a security flaw, which was missing a permission check while performing a connectivity check to Qualys Cloud Services. This allowed any user with login access to configure or edit jobs to utilize the plugin and configure potential a rouge endpoint via which it was possible to control response for certain request which could be injected with XXE payloads leading to XXE while processing the response data",NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,2.8,3.6,6.5,MEDIUM,CWE-611
CVE-2024-0344,2024-01-09T21:15:08.123,2024-04-11T01:23:51.700,Modified,"A vulnerability, which was classified as critical, has been found in soxft TimeMail up to 1.1. Affected by this issue is some unknown functionality of the file check.php. The manipulation of the argument c leads to sql injection. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-250112.",NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,3.9,5.9,9.8,CRITICAL,CWE-89
CVE-2024-21734,2024-01-09T01:15:39.130,2024-01-12T16:34:40.870,Analyzed,"SAP Marketing (Contacts App) - version 160, allows an attacker with low privileges to trick a user to open malicious page which could lead to a very convincing phishing attack with low impact on confidentiality and integrity of the application.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-601
CVE-2024-21738,2024-01-09T02:15:46.020,2024-01-11T22:54:02.190,Analyzed,"SAP NetWeaver ABAP Application Server and ABAP Platform do not sufficiently encode user-controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability. An attacker with low privileges can cause limited impact to confidentiality of the application data after successful exploitation.

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2024-21668,2024-01-09T19:15:12.330,2024-01-16T20:37:23.550,Analyzed,"react-native-mmkv is a library that allows easy use of MMKV inside React Native applications. Before version 2.11.0, the react-native-mmkv logged the optional encryption key for the MMKV database into the Android system log. The key can be obtained by anyone with access to the Android Debugging Bridge (ADB) if it is enabled in the phone settings. This bug is not present on iOS devices. By logging the encryption secret to the system logs, attackers can trivially recover the secret by enabling ADB and undermining an app's thread model. This issue has been patched in version 2.11.0.",NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,NONE,NONE,1.2,3.6,4.9,MEDIUM,CWE-532
CVE-2023-37293,2024-01-09T23:15:08.413,2024-01-12T19:18:51.173,Analyzed,"AMI’s SPx contains
a vulnerability in the BMC where an Attacker may cause a
stack-based buffer overflow via an adjacent network. A successful exploitation
of this vulnerability may lead to a loss of confidentiality, integrity, and/or
availability. 







",ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,8.8,HIGH,CWE-787
CVE-2024-0345,2024-01-09T21:15:08.347,2024-04-11T01:23:51.800,Modified,"A vulnerability, which was classified as problematic, was found in CodeAstro Vehicle Booking System 1.0. This affects an unknown part of the file usr/usr-register.php of the component User Registration. The manipulation of the argument Full_Name/Last_Name/Address with the input <script>alert(document.cookie)</script> leads to cross site scripting. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-250113 was assigned to this vulnerability.",NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,6.1,MEDIUM,CWE-79
CVE-2023-6148,2024-01-09T09:15:42.530,2024-01-24T18:15:08.733,Modified,"
Qualys Jenkins Plugin for Policy Compliance prior to version and including 1.0.5 was identified to be affected by a security flaw, which was missing a permission check while performing a connectivity check to Qualys Cloud Services. This allowed any user with login access and access to configure or edit jobs to utilize the plugin to configure a potential rouge endpoint via which it was possible to control response for certain request which could be injected with XSS payloads leading to XSS while processing the response data

",NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,5.4,MEDIUM,CWE-79
CVE-2023-34333,2024-01-09T23:15:08.223,2024-01-12T19:19:22.337,Analyzed,"










AMI’s SPx contains
a vulnerability in the BMC where an Attacker may cause an
untrusted pointer to dereference via a local network. A successful exploitation
of this vulnerability may lead to a loss of confidentiality, integrity, and/or
availability.









 







 







 







 







 







",LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,7.8,HIGH,CWE-119
