name,vuln-id,published,modified,source,severity,vuln-type,vuln-descript,cve-id,vuln-solution
GTKWave 缓冲区错误漏洞,CNNVD-202401-441,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在缓冲区错误漏洞，该漏洞源于LXT2 解析功能中存在多个越界写入，攻击者利用该漏洞可以使用特制的 .lxt2 文件执行任意代码。,CVE-2023-39444,
TOTOLINK N200RE 操作系统命令注入漏洞,CNNVD-202401-399,2024-01-08,2024-01-15,,超危,授权问题,TOTOLINK N200RE是中国吉翁电子（TOTOLINK）公司的一个路由器。 TOTOLINK N200RE 9.3.5u.6139_B20201216 版本存在操作系统命令注入漏洞，该漏洞源于对 /cgi-bin/cstecgi.cgi 页面的 UploadFirmwareFile 函数的 FileName 参数的操作会导致操作系统命令注入。,CVE-2024-0297,
Open-Xchange App Suite 注入漏洞,CNNVD-202401-421,2024-01-08,2024-01-15,,超危,注入,Open-Xchange App Suite是德国Open-Xchange公司的一个电子邮件及生产力套件客户端软件。 Open-Xchange App Suite backend 7.10.6-rev50版本、8.16版本存在安全漏洞。攻击者利用该漏洞会破坏目录中信息的机密性，并导致目录服务器负载过高，从而系统拒绝服务。,CVE-2023-29050,
TOTOLINK N200RE 操作系统命令注入漏洞,CNNVD-202401-400,2024-01-08,2024-01-15,,超危,授权问题,TOTOLINK N200RE是中国吉翁电子（TOTOLINK）公司的一个路由器。 TOTOLINK N200RE 9.3.5u.6139_B20201216 版本存在操作系统命令注入漏洞，该漏洞源于对 /cgi-bin/cstecgi.cgi 页面的 NTPSyncWithHost 函数的 host_time 参数的操作会导致操作系统命令注入。,CVE-2024-0296,
GTKWave 缓冲区错误漏洞,CNNVD-202401-475,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在缓冲区错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-37445,
GTKWave 资源管理错误漏洞,CNNVD-202401-470,2024-01-08,2024-01-09,,高危,资源管理错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在资源管理错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-37578,
PrestaShop SQL注入漏洞,CNNVD-202401-428,2024-01-08,2024-01-12,,超危,SQL注入,PrestaShop是美国PrestaShop公司的一套开源的电子商务解决方案。该方案提供多种支付方式、短消息提醒和商品图片缩放等功能。 PrestaShow Google Integrator 2.1.4之前版本存在SQL注入漏洞，该漏洞源于允许攻击者通过在cookie 中插入命令来提取和修改数据。,CVE-2023-6921,
WordPress Plugin pTypeConverter SQL注入漏洞,CNNVD-202401-571,2024-01-08,2024-01-12,,高危,SQL注入,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin pTypeConverter 存在SQL注入漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2023-52201,
TOTOLINK LR1200GB 操作系统命令注入漏洞,CNNVD-202401-403,2024-01-08,2024-01-15,,超危,授权问题,TOTOLINK LR1200GB是中国吉翁电子（TOTOLINK）公司的一款无线双频 4G LTE 路由器。 TOTOLINK LR1200GB 9.1.0u.6619_B20230130 版本存在操作系统命令注入漏洞，该漏洞源于对 /cgi-bin/cstecgi.cgi 页面的 setUploadSetting 函数的 FileName 参数的操作会导致操作系统命令注入。,CVE-2024-0293,
GTKWave 缓冲区错误漏洞,CNNVD-202401-505,2024-01-08,2024-01-11,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在安全漏洞。攻击者利用该漏洞通过特制的 .fst 文件导致任意代码执行。,CVE-2023-35970,
WordPress Plugin WP Optin Wheel 日志信息泄露漏洞,CNNVD-202401-582,2024-01-08,2024-01-15,,高危,日志信息泄露,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin WP Optin Wheel 存在日志信息泄露漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2023-51408,
GTKWave 输入验证错误漏洞,CNNVD-202401-462,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-38619,
GTKWave 输入验证错误漏洞,CNNVD-202401-534,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在输入验证错误漏洞。攻击者利用该漏洞通过特制的 .lxt2 文件导致任意代码执行。,CVE-2023-39316,
iparking SQL注入漏洞,CNNVD-202401-427,2024-01-08,2024-01-15,,超危,SQL注入,iparking是fhs_opensource开源的一个停车收费管理系统。 iparking 1.5.22.RELEASE版本存在SQL注入漏洞，该漏洞源于函数getData存在SQL注入漏洞。,CVE-2024-0301,
WordPress Plugin Rate Star Review 跨站脚本漏洞,CNNVD-202401-528,2024-01-08,2024-01-12,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Rate Star Review 存在跨站脚本漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2023-52213,
WordPress Plugin HTML5 MP3 Player with Folder Feedburner Playlist Free 代码问题漏洞,CNNVD-202401-569,2024-01-08,2024-01-12,,高危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin HTML5 MP3 Player with Folder Feedburner Playlist Free 存在代码问题漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2023-52202,
GTKWave 代码问题漏洞,CNNVD-202401-471,2024-01-08,2024-01-09,,高危,代码问题,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在代码问题漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-37921,
WordPress Plugin Events Shortcodes For The Events Calendar SQL注入漏洞,CNNVD-202401-575,2024-01-08,2024-01-15,,高危,SQL注入,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Events Shortcodes For The Events Calendar 存在SQL注入漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2023-52142,
Youke365 代码问题漏洞,CNNVD-202401-422,2024-01-08,2024-01-15,,中危,代码问题,Youke365（优客365）是中国优客365（Youke365）公司的一个专业的网址导航系统。 Youke365 1.5.3及之前版本存在代码问题漏洞，该漏洞源于文件/app/controller/collection.php存在服务器请求伪造（SSRF）漏洞。,CVE-2024-0304,
FlyCms 跨站请求伪造漏洞,CNNVD-202401-564,2024-01-08,2024-01-15,,中危,跨站请求伪造,sunkaifei FlyCms是sunkaifei开源的一个应用程序。一个类似知乎以问答为基础的完全开源的JAVA语言开发的社交网络建站程序。 FlyCms v1.0版本存在跨站请求伪造漏洞，该漏洞源于组件 /system/site/userconfig_updagte 包含跨站请求伪造。,CVE-2023-52072,
GetSimple CMS 跨站脚本漏洞,CNNVD-202401-536,2024-01-08,2024-01-15,,中危,跨站脚本,GetSimple CMS是一套使用PHP语言编写的内容管理系统（CMS）。 GetSimple CMS 3.3.16版本存在跨站脚本漏洞，该漏洞源于当后端用户使用源代码模式通过 /admin/edit.php 页面添加文章时，导致跨站脚本。,CVE-2023-51246,
GTKWave 缓冲区错误漏洞,CNNVD-202401-508,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在缓冲区错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-35958,
GTKWave 缓冲区错误漏洞,CNNVD-202401-479,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在缓冲区错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-37442,
GTKWave 缓冲区错误漏洞,CNNVD-202401-509,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在缓冲区错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-35956,
GTKWave 缓冲区错误漏洞,CNNVD-202401-476,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在缓冲区错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-37447,
GTKWave 缓冲区错误漏洞,CNNVD-202401-478,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在缓冲区错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-37443,
GTKWave 操作系统命令注入漏洞,CNNVD-202401-500,2024-01-08,2024-01-09,,高危,授权问题,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在操作系统命令注入漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-35963,
GTKWave 缓冲区错误漏洞,CNNVD-202401-439,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在缓冲区错误漏洞，该漏洞源于LXT2 解析功能中存在多个越界写入，攻击者利用该漏洞可以使用特制的 .lxt2 文件执行任意代码。,CVE-2023-39443,
GTKWave 缓冲区错误漏洞,CNNVD-202401-482,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在缓冲区错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-37418,
GTKWave 缓冲区错误漏洞,CNNVD-202401-517,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在缓冲区错误漏洞。攻击者利用该漏洞通过特制的 .lxt2 文件导致任意代码执行。,CVE-2023-34436,
"WordPress Plugin Database Cleaner: Clean, Optimize and Repair 日志信息泄露漏洞",CNNVD-202401-576,2024-01-08,2024-01-15,,高危,日志信息泄露,"WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Database Cleaner: Clean, Optimize and Repair 存在日志信息泄露漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。",CVE-2023-51508,
WordPress Plugin WooCommerce 跨站请求伪造漏洞,CNNVD-202401-556,2024-01-08,2024-01-12,,高危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin WooCommerce 存在跨站请求伪造漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2023-52222,
GTKWave 输入验证错误漏洞,CNNVD-202401-455,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-38650,
GTKWave 缓冲区错误漏洞,CNNVD-202401-483,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在缓冲区错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-37417,
GTKWave 输入验证错误漏洞,CNNVD-202401-452,2024-01-08,2024-01-11,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在安全漏洞。攻击者利用该漏洞通过特制的 .vzt 文件导致内存损坏。,CVE-2023-38653,
GTKWave 输入验证错误漏洞,CNNVD-202401-461,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-38621,
TasmoAdmin 输入验证错误漏洞,CNNVD-202401-436,2024-01-08,2024-01-12,,中危,输入验证错误,TasmoAdmin是TasmoAdmin开源的一个针对 Tasmota 闪存设备的管理平台。 TasmoAdmin 3.3.0之前版本存在安全漏洞，该漏洞源于GET 参数缺乏验证，导致开放重定向。,CVE-2023-6552,
Kashipara Dynamic Lab Management System SQL注入漏洞,CNNVD-202401-413,2024-01-08,2024-01-15,,高危,SQL注入,Kashipara Dynamic Lab Management System是Kashipara公司的一个动态实验室管理系统。 Kashipara Dynamic Lab Management System 1.0及之前版本存在SQL注入漏洞，该漏洞源于文件login_process.php存在SQL注入漏洞。,CVE-2024-0307,
GTKWave 输入验证错误漏洞,CNNVD-202401-513,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-35128,
GTKWave 输入验证错误漏洞,CNNVD-202401-460,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-38620,
GTKWave 输入验证错误漏洞,CNNVD-202401-450,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-39234,
Kashipara Dynamic Lab Management System SQL注入漏洞,CNNVD-202401-409,2024-01-08,2024-01-15,,高危,SQL注入,Kashipara Dynamic Lab Management System是Kashipara公司的一个动态实验室管理系统。 Kashipara Dynamic Lab Management System 1.0及之前版本存在SQL注入漏洞，该漏洞源于文件/admin/admin_login_process.php存在SQL注入漏洞。,CVE-2024-0306,
WordPress Plugin Randomize SQL注入漏洞,CNNVD-202401-531,2024-01-08,2024-01-12,,高危,SQL注入,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Randomize 存在SQL注入漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2023-52204,
WordPress Plugin Mapster WP Maps 跨站脚本漏洞,CNNVD-202401-526,2024-01-08,2024-01-12,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Mapster WP Maps 存在跨站脚本漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2024-21744,
GTKWave 数字错误漏洞,CNNVD-202401-503,2024-01-08,2024-01-09,,高危,数字错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在数字错误漏洞。攻击者利用该漏洞通过特制的 .lxt2 文件导致内存损坏。,CVE-2023-39413,
GTKWave 资源管理错误漏洞,CNNVD-202401-466,2024-01-08,2024-01-09,,高危,资源管理错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在资源管理错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-37575,
GTKWave 输入验证错误漏洞,CNNVD-202401-497,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-35996,
WordPress Plugin Page Builder: Live Composer 代码问题漏洞,CNNVD-202401-530,2024-01-08,2024-01-12,,高危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Page Builder: Live Composer 存在代码问题漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2023-52206,
TOTOLINK LR1200GB 操作系统命令注入漏洞,CNNVD-202401-401,2024-01-08,2024-01-15,,超危,授权问题,TOTOLINK LR1200GB是中国吉翁电子（TOTOLINK）公司的一款无线双频 4G LTE 路由器。 TOTOLINK LR1200GB 9.1.0u.6619_B20230130 版本存在操作系统命令注入漏洞，该漏洞源于对 /cgi-bin/cstecgi.cgi 页面的 setUssd 函数的 ussd 参数的操作会导致操作系统命令注入。,CVE-2024-0294,
GTKWave 缓冲区错误漏洞,CNNVD-202401-480,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在缓冲区错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-37420,
FlyCms 跨站请求伪造漏洞,CNNVD-202401-561,2024-01-08,2024-01-15,,中危,跨站请求伪造,sunkaifei FlyCms是sunkaifei开源的一个应用程序。一个类似知乎以问答为基础的完全开源的JAVA语言开发的社交网络建站程序。 FlyCms v1.0版本存在跨站请求伪造漏洞，该漏洞源于组件 system/site/webconfig_updagte 包含跨站请求伪造。,CVE-2023-52074,
GTKWave 输入验证错误漏洞,CNNVD-202401-496,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-35997,
GTKWave 输入验证错误漏洞,CNNVD-202401-519,2024-01-08,2024-01-11,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在安全漏洞，该漏洞源于在 FST_BL_GEOM 解析 maxhandle 功能中发现包含整数溢出漏洞。攻击者利用该漏洞通过特制的 .fst 文件导致内存损坏。,CVE-2023-32650,
GTKWave 输入验证错误漏洞,CNNVD-202401-489,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-36864,
GTKWave 输入验证错误漏洞,CNNVD-202401-445,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-39273,
pyload 注入漏洞,CNNVD-202401-429,2024-01-08,2024-01-31,,中危,注入,pyload是一个用 Python 编写的免费开源下载管理器，设计为极其轻量级、易于扩展且可通过 Web 完全管理。 pyLoad 0.5.0b3.dev76之前版本存在注入漏洞，该漏洞源于存在日志注入漏洞。,CVE-2024-21645,
GTKWave 输入验证错误漏洞,CNNVD-202401-458,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-38623,
GTKWave 缓冲区错误漏洞,CNNVD-202401-485,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在缓冲区错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-37416,
ZOHO ManageEngine OpManager 路径遍历漏洞,CNNVD-202401-438,2024-01-08,2024-01-09,,超危,路径遍历,ZOHO ManageEngine OpManager是美国卓豪（ZOHO）公司的一款综合性网络监控软件。用于管理路由器、防火墙、服务器、交换机和打印机。 ZOHO ManageEngine OpManager 12.7.258版本存在路径遍历漏洞，该漏洞源于uploadMib 功能中存在目录遍历漏洞，攻击者利用该漏洞可以使用特制的 HTTP 请求导致任意文件创建。,CVE-2023-47211,
GTKWave 输入验证错误漏洞,CNNVD-202401-446,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-39272,
Guangzhou Yingke Electronic Technology Ncast 信息泄露漏洞,CNNVD-202401-414,2024-01-08,2024-01-15,,中危,信息泄露,Guangzhou Yingke Electronic Technology Ncast是广东盈科电子（Guangzhou Yingke Electronic Technology）公司的 Guangzhou Yingke Electronic Technology Ncast 2017及之前版本存在信息泄露漏洞，该漏洞源于组件Guest Login的文件/manage/IPSetup.php在信息泄露漏洞。,CVE-2024-0305,
WordPress Plugin CPT Bootstrap Carousel 跨站脚本漏洞,CNNVD-202401-573,2024-01-08,2024-01-12,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin CPT Bootstrap Carousel 存在安全漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2023-52196,
GTKWave 输入验证错误漏洞,CNNVD-202401-447,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.115版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-39271,
Open-Xchange App Suite 跨站脚本漏洞,CNNVD-202401-420,2024-01-08,2024-01-15,,中危,跨站脚本,Open-Xchange App Suite是德国Open-Xchange公司的一个电子邮件及生产力套件客户端软件。 Open-Xchange App Suite frontend 7.10.6-rev33版本存在安全漏洞。攻击者利用该漏洞可以注入脚本代码。,CVE-2023-29049,
GTKWave 输入验证错误漏洞,CNNVD-202401-459,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-38622,
GTKWave 输入验证错误漏洞,CNNVD-202401-499,2024-01-08,2024-01-09,,高危,输入验证错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 gtkwave Files 3.3.118 版本存在输入验证错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-35995,
WordPress Plugin FastDup 信息泄露漏洞,CNNVD-202401-581,2024-01-08,2024-01-15,,高危,信息泄露,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin FastDup 存在信息泄露漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2023-51406,
WordPress Plugin HTML5 MP3 Player with Playlist Free 代码问题漏洞,CNNVD-202401-559,2024-01-08,2024-01-12,,高危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin HTML5 MP3 Player with Playlist Free 存在代码问题漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2023-52207,
WordPress Plugin Simple Inventory Management SQL注入漏洞,CNNVD-202401-523,2024-01-08,2024-01-12,,超危,SQL注入,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Simple Inventory Management 存在SQL注入漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2023-52215,
pyLoad 访问控制错误漏洞,CNNVD-202401-432,2024-01-08,2024-01-31,,高危,授权问题,pyload是一个用 Python 编写的免费开源下载管理器，设计为极其轻量级、易于扩展且可通过 Web 完全管理。 pyLoad 0.5.0b3.dev76之前版本存在访问控制错误漏洞，该漏洞源于允许未经身份验证的攻击者通过特定的URL访问Flask配置。,CVE-2024-21644,
ARM Valhall GPU Kernel Driver 资源管理错误漏洞,CNNVD-202401-423,2024-01-08,2024-01-15,,中危,资源管理错误,ARM Valhall GPU Kernel Driver是英国ARM公司的一个 Valhall GPU 内核驱动程序。 ARM Valhall GPU Kernel Driver r37p0 到 r40p0版本存在安全漏洞，该漏洞源于内核驱动程序中的存在释放后重用，允许本地非特权用户进行不正确的 GPU 处理操作，以获取对已释放内存的访问权限。,CVE-2023-5091,
iparking 代码问题漏洞,CNNVD-202401-426,2024-01-08,2024-01-15,,超危,代码问题,iparking是fhs_opensource开源的一个停车收费管理系统。 iparking 1.5.22.RELEASE版本存在代码问题漏洞，该漏洞源于文件/vueLogin存在反序列化漏洞。,CVE-2024-0302,
GTKWave 缓冲区错误漏洞,CNNVD-202401-487,2024-01-08,2024-01-09,,高危,缓冲区错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在缓冲区错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-37282,
GTKWave 资源管理错误漏洞,CNNVD-202401-473,2024-01-08,2024-01-09,,高危,资源管理错误,GTKWave是GTKWave公司的一款功能齐全、基于 GTK+ 的波形查看器。 GTKWave 3.3.118 版本存在资源管理错误漏洞，该漏洞源于特制的 fst 文件可能导致任意代码执行。,CVE-2023-37576,
WordPress Plugin Private Google Calendars 跨站脚本漏洞,CNNVD-202401-574,2024-01-08,2024-01-12,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Private Google Calendars 存在跨站脚本漏洞。目前尚无此漏洞的相关信息，请随时关注CNNVD或厂商公告。,CVE-2023-52198,
